InfraredT,H,RollAngle,PitchingAngle,HeadingAngle,GPS,LowSpeed,A_10,A_10_2,A_30,A_30_2,A_30_10,A_30_MAX,A_80,A_80_2,A_80_10,A_100,A_100_2,A_100_10,A_1_2_T,A_30_T,A_80_T,A_100_T,A_10_T,A_1_5_H,A_30_H,A_80_H,A_100_H
24.9,600.02,0.635983,-1.214671,118.596534,120.303948,25.524,1.4,1.4,1.8,1.8,1.7,2,2.1,2.3,2.4,2.6,2.5,2.7,23.7,24,23.6,23.5,23.9,87,83,83,93
24.9,600.09,1.323533,-1.483961,119.249706,121.489971,25.465,1.3,1.4,1.9,1.8,1.7,2,2.1,2.2,2.4,2.3,2.4,2.7,23.7,24,23.6,23.5,23.9,87,83,83,94
25.7,600.09,1.323533,-1.483961,119.249706,121.489971,25.465,1.3,1.3,1.7,1.8,1.7,2,2.3,2.2,2.4,2.2,2.5,2.6,23.8,24,23.6,23.5,23.9,87,83,84,94
24.6,600.09,1.323533,-1.483961,119.249706,121.489971,25.465,1.2,1.3,1.8,1.8,1.7,2,2.5,2.3,2.4,2.5,2.5,2.6,23.8,24,23.6,23.4,23.9,87,83,84,93
24.6,600.09,1.323533,-1.483961,119.249706,121.489971,25.465,1.2,1.2,1.7,1.8,1.8,2,2.4,2.4,2.4,2.5,2.4,2.6,23.8,24,23.6,23.5,23.9,87,83,83,93
25.6,599.89,-1.346451,-1.203211,-53.21632,-59.375616,21.579,1.1,1.1,1.9,1.9,1.8,2,2.3,2.2,2.3,2.1,2.4,2.5,23.8,24,23.6,23.5,23.9,87,83,83,94
25,599.89,-1.346451,-1.203211,-53.21632,-59.375616,21.579,1.1,1.2,1.7,1.8,1.8,2,2.3,2.2,2.3,2.5,2.4,2.5,23.8,24,23.6,23.5,23.9,87,83,83,94
24.9,599.89,-1.346451,-1.203211,-53.21632,-59.375616,21.579,1.6,1.4,2.2,1.9,1.8,2,2.1,2.2,2.3,2.2,2.3,2.5,23.8,24,23.6,23.5,23.9,87,83,84,93
24.9,599.89,-1.346451,-1.203211,-53.21632,-59.375616,21.579,1.6,1.5,1.6,1.8,1.8,2,2.2,2.2,2.3,2.4,2.5,2.5,23.8,24,23.6,23.5,24,87,83,84,93
24.6,599.88,1.420935,-1.885031,-53.519988,-58.882873,21.662,1.6,1.5,2,1.9,1.8,2,2.3,2.1,2.2,2.6,2.5,2.5,23.8,24.1,23.6,23.5,24,87,83,84,93
24.6,599.88,1.420935,-1.885031,-53.519988,-58.882873,21.662,1.5,1.5,1.8,1.9,1.8,2,2.3,2.3,2.2,2.8,2.6,2.5,23.8,24.1,23.6,23.5,24.1,87,83,84,93
25.6,599.88,1.420935,-1.885031,-53.519988,-58.882873,21.662,1.2,1.4,1.5,1.8,1.8,2,2.7,2.4,2.3,2.8,2.7,2.6,23.8,24.1,23.5,23.4,24.1,87,83,83,93
25,600.03,1.117268,-1.610011,-54.282022,-59.702202,21.666,1.3,1.4,1.7,1.7,1.8,2,2.4,2.4,2.3,2.8,2.7,2.6,23.8,24.1,23.6,23.5,24.1,87,83,83,92
25.7,600.03,1.117268,-1.610011,-54.282022,-59.702202,21.666,1.5,1.5,1.6,1.8,1.8,2,2.6,2.5,2.3,2.7,2.7,2.6,23.9,24.1,23.6,23.5,24.1,87,83,83,92
24.9,600.03,1.117268,-1.610011,-54.282022,-59.702202,21.666,1.6,1.5,1.8,1.8,1.8,2,2.6,2.5,2.4,2.8,2.7,2.6,23.9,24.1,23.7,23.6,24.1,86,83,83,93
24.9,600.03,1.117268,-1.610011,-54.282022,-59.702202,21.666,1.8,1.6,2.2,2,1.8,2,2.7,2.6,2.4,3,2.9,2.7,23.9,24.1,23.6,23.5,24.1,86,83,83,92
24.6,600.07,-0.200535,-1.208941,-52.156348,-56.820225,21.425,1.5,1.7,1.8,1.9,1.9,2,2.6,2.6,2.5,2.5,2.8,2.7,23.9,24.1,23.6,23.6,24.1,86,83,83,92
24.6,600.07,-0.200535,-1.208941,-52.156348,-56.820225,21.425,1.2,1.5,1.7,1.8,1.9,2,2.3,2.5,2.5,2.7,2.8,2.7,23.9,24.1,23.7,23.5,24.1,86,83,83,93
25,600.07,-0.200535,-1.208941,-52.156348,-56.820225,21.425,1.5,1.4,1.8,1.8,1.8,2,2.5,2.4,2.4,2.7,2.7,2.7,23.9,24.1,23.7,23.6,24.1,86,83,83,92
25.7,600.1,-0.343775,-1.965245,-53.588743,-58.315644,21.432,1.9,1.7,2.2,1.9,1.9,2,2.5,2.5,2.4,2.5,2.6,2.7,24,24.1,23.6,23.6,24.1,86,83,83,92
24.9,600.1,-0.343775,-1.965245,-53.588743,-58.315644,21.432,1.9,1.8,2.1,2,1.9,2,2.8,2.5,2.5,3,2.8,2.7,24,24.1,23.7,23.5,24.2,86,83,83,93
24.9,599.84,2.142862,-1.713144,-53.76063,-58.430236,21.665,1.8,1.8,2.2,2.1,1.9,2,2.7,2.6,2.5,2.8,2.8,2.7,24,24.2,23.7,23.6,24.2,86,83,83,92
24.6,599.84,2.142862,-1.713144,-53.76063,-58.430236,21.665,1.7,1.8,2,2,2,2,2.7,2.6,2.5,2.8,2.9,2.8,24,24.2,23.7,23.5,24.2,86,83,83,92
24.6,599.84,2.142862,-1.713144,-53.76063,-58.430236,21.665,1.5,1.7,2.1,2,2,2,2.6,2.6,2.5,2.8,2.9,2.8,24,24.2,23.6,23.5,24.2,86,83,83,91
25.7,599.88,2.503826,-1.77044,-52.213644,-57.232754,21.676,1.3,1.5,2,2,2,2,2.5,2.6,2.6,2.9,2.9,2.8,24.1,24.1,23.6,23.5,24.2,86,83,82,91
25.6,599.88,2.503826,-1.77044,-52.213644,-57.232754,21.676,1.6,1.5,1.9,1.9,2,2,2.5,2.6,2.6,2.9,3,2.9,24.1,24.1,23.6,23.5,24.2,85,82,82,90
25,599.88,2.503826,-1.77044,-52.213644,-57.232754,21.676,1.4,1.5,2.3,2,2,2,2.5,2.6,2.6,2.9,2.8,2.8,24.1,24.2,23.7,23.6,24.2,85,82,82,92
24.9,599.61,-3.861736,-1.598552,-56.33321,-59.902737,21.565,1.7,1.5,2.2,2.2,2,2,2.7,2.6,2.6,2.8,2.8,2.8,24.1,24.2,23.7,23.6,24.2,85,82,83,92
24.9,599.61,-3.861736,-1.598552,-56.33321,-59.902737,21.565,1.8,1.6,2.3,2.3,2.1,2.1,2.6,2.6,2.6,2.9,2.9,2.9,24.1,24.2,23.7,23.6,24.2,85,82,83,91
25.7,599.61,-3.861736,-1.598552,-56.33321,-59.902737,21.565,2,1.9,2.1,2.3,2.1,2.1,3,2.8,2.6,3,3,2.9,24.2,24.2,23.6,23.6,24.2,85,82,82,91
24.6,600.03,0.509932,-1.678766,-54.024191,-57.530692,21.431,2,1.9,2.4,2.3,2.2,2.2,2.9,2.9,2.7,3.1,3.1,2.9,24.2,24.2,23.7,23.6,24.3,85,82,82,91
24.6,600.03,0.509932,-1.678766,-54.024191,-57.530692,21.431,1.7,1.9,2.4,2.3,2.2,2.2,3.2,3,2.8,3.2,3.2,3,24.2,24.2,23.7,23.6,24.3,85,82,83,91
25,600.03,0.509932,-1.678766,-54.024191,-57.530692,21.431,1.7,1.8,2.3,2.3,2.2,2.2,2.7,2.9,2.8,3.3,3.2,3,24.2,24.2,23.6,23.6,24.3,85,82,82,90
24.9,599.82,2.818952,-1.690225,-55.359182,-58.458884,21.637,1.8,1.9,2.1,2.2,2.2,2.2,2.8,2.9,2.8,3.1,3.1,3.1,24.2,24.2,23.7,23.6,24.3,85,82,82,91
24.9,599.82,2.818952,-1.690225,-55.359182,-58.458884,21.637,2,1.9,2.3,2.2,2.2,2.2,2.8,2.8,2.8,2.9,3,3,24.3,24.2,23.7,23.6,24.3,85,82,82,91
24.6,599.82,2.818952,-1.690225,-55.359182,-58.458884,21.637,1.8,1.9,2.3,2.3,2.2,2.2,2.7,2.7,2.8,3.3,3.1,3,24.3,24.2,23.7,23.6,24.3,85,82,82,91
24.6,599.82,2.818952,-1.690225,-55.359182,-58.458884,21.637,1.8,1.9,2.2,2.3,2.2,2.2,2.7,2.8,2.8,3,3,3,24.3,24.1,23.6,23.6,24.3,84,82,82,90
25.7,599.99,-0.063025,-1.587093,-52.843897,-57.060867,21.468,1.6,1.8,2,2.1,2.2,2.2,2.8,2.7,2.8,2.9,2.9,3,24.3,24.2,23.7,23.6,24.3,84,82,82,90
25,599.99,-0.063025,-1.587093,-52.843897,-57.060867,21.468,1.5,1.7,1.8,2,2.2,2.2,2.4,2.6,2.7,2.8,2.8,3,24.3,24.2,23.8,23.7,24.3,84,82,82,91
24.9,599.99,-0.063025,-1.587093,-52.843897,-57.060867,21.468,1.8,1.7,2,2,2.1,2.2,2.8,2.6,2.7,3.1,3,3,24.3,24.2,23.7,23.5,24.3,84,82,82,90
24.9,600.09,2.056918,-1.753251,-53.674686,-57.587988,21.483,2,1.8,2.2,2.1,2.1,2.2,2.8,2.6,2.7,3.1,3,3,24.3,24.2,23.7,23.7,24.3,84,82,82,90
25.7,600.09,2.056918,-1.753251,-53.674686,-57.587988,21.483,2.1,2,2.2,2.2,2.1,2.2,2.7,2.7,2.7,3.1,3.1,3,24.4,24.2,23.7,23.6,24.3,84,82,82,90
24.6,600.09,2.056918,-1.753251,-53.674686,-57.587988,21.483,2.1,2.1,2.1,2.2,2.1,2.2,2.6,2.7,2.7,3.2,3.1,3,24.4,24.2,23.8,23.7,24.3,84,82,82,90
24.6,599.92,-1.312073,-0.922462,-52.935571,-56.791577,21.582,2.1,2,2.3,2.3,2.2,2.2,2.6,2.6,2.7,2.8,3,3,24.4,24.2,23.8,23.7,24.3,84,82,83,90
25,599.92,-1.312073,-0.922462,-52.935571,-56.791577,21.582,2.2,2.1,2.1,2.2,2.2,2.2,2.8,2.7,2.7,3.4,3.2,3.1,24.4,24.3,23.7,23.6,24.3,84,82,83,91
24.9,599.92,-1.312073,-0.922462,-52.935571,-56.791577,21.582,2.2,2.2,2.3,2.3,2.2,2.2,2.9,2.8,2.7,3.1,3.3,3.1,24.4,24.2,23.6,23.6,24.3,84,82,82,89
24.9,600.14,3.12262,-1.638659,115.416618,118.946038,25.953,2.3,2.1,2.3,2.3,2.2,2.2,2.9,2.9,2.7,3.3,3.2,3.1,24.4,24.2,23.7,23.7,24.4,84,82,82,91
24.6,600.14,3.12262,-1.638659,115.416618,118.946038,25.953,2.1,2.3,2.6,2.4,2.3,2.3,2.9,2.9,2.8,3.4,3.3,3.2,24.5,24.2,23.7,23.6,24.3,84,82,82,90
24.6,600.14,3.12262,-1.638659,115.416618,118.946038,25.953,2.6,2.3,2.5,2.5,2.3,2.3,3.1,3,2.8,3.6,3.4,3.2,24.5,24.2,23.7,23.6,24.4,84,82,82,90
25.1,599.98,0.578687,-1.6272,118.172545,120.95712,25.959,2.5,2.4,2.7,2.6,2.4,2.4,3.2,3.2,2.9,3.6,3.4,3.3,24.5,24.2,23.7,23.6,24.4,83,82,82,90
25.7,599.98,0.578687,-1.6272,118.172545,120.95712,25.959,2.4,2.4,2.7,2.6,2.4,2.4,3.2,3.2,3,3.5,3.5,3.3,24.5,24.2,23.7,23.7,24.4,83,82,82,90
24.9,599.98,0.578687,-1.6272,118.172545,120.95712,25.959,2.5,2.3,2.6,2.7,2.5,2.5,3,3.2,3,3.5,3.5,3.3,24.5,24.3,23.7,23.6,24.4,83,82,82,91
24.6,599.95,-0.8136,-1.329262,121.621751,122.905177,26.098,2.5,2.4,2.6,2.6,2.5,2.5,3,3.1,3,3.4,3.5,3.4,24.6,24.3,23.7,23.7,24.4,83,82,82,91
24.6,599.95,-0.8136,-1.329262,121.621751,122.905177,26.098,2.3,2.4,2.8,2.7,2.5,2.5,3.2,3.1,3,3.3,3.3,3.3,24.6,24.3,23.8,23.7,24.4,83,82,82,92
25.1,599.95,-0.8136,-1.329262,121.621751,122.905177,26.098,2.4,2.5,2.9,2.8,2.6,2.6,3,3.1,3,3.3,3.3,3.3,24.6,24.3,23.7,23.6,24.4,83,82,82,92
25.7,599.95,-0.8136,-1.329262,121.621751,122.905177,26.098,1.3,2.1,2.1,2.5,2.5,2.6,2.9,3,3,3.1,3.2,3.3,24.6,24.3,23.7,23.7,24.5,83,82,82,91
24.9,599.83,-1.231859,-0.733386,120.6821,121.747802,25.792,2.1,1.9,2.6,2.4,2.5,2.6,2.8,2.9,3,3.2,3.2,3.3,24.6,24.3,23.8,23.7,24.5,83,82,83,93
24.6,599.83,-1.231859,-0.733386,120.6821,121.747802,25.792,2.5,2.3,2.8,2.6,2.5,2.6,3,3,3,3.4,3.2,3.3,24.6,24.3,23.7,23.5,24.5,83,82,83,93
24.6,600.04,0.95684,-1.151645,119.988821,120.727937,25.792,2.6,2.4,1.7,2.3,2.5,2.6,2.7,2.8,3,3,3.1,3.2,24.6,24.3,23.7,23.6,24.5,83,82,83,92
25.7,600.04,0.95684,-1.151645,119.988821,120.727937,25.792,2.3,2.2,2.4,2.3,2.4,2.6,2.6,2.7,2.9,2.9,3.1,3.2,24.7,24.3,23.8,23.6,24.5,83,82,83,93
25.1,600.04,0.95684,-1.151645,119.988821,120.727937,25.792,1.8,2,2.2,2.3,2.4,2.6,2.4,2.4,2.8,2.7,2.8,3.1,24.7,24.3,23.8,23.7,24.5,83,82,84,93
24.9,600.04,0.95684,-1.151645,119.988821,120.727937,25.792,2.3,2,2.2,2.3,2.4,2.6,2.9,2.7,2.8,3.2,2.9,3.1,24.7,24.3,23.7,23.5,24.5,83,82,83,93
25.7,600.1,-0.303668,-1.134456,120.533131,121.048793,25.733,1.3,1.8,2.2,2.3,2.4,2.6,2.7,2.7,2.8,3.2,3.1,3.1,24.7,24.3,23.7,23.5,24.5,83,82,83,92
24.6,600.1,-0.303668,-1.134456,120.533131,121.048793,25.733,1.9,1.9,2.1,1.9,2.3,2.6,2.1,2.3,2.6,2.7,2.8,3,24.7,24.3,23.8,23.7,24.6,83,82,84,93
24.6,600.1,-0.303668,-1.134456,120.533131,121.048793,25.733,2.3,2.1,2.3,1.9,2.2,2.6,2.5,2.3,2.6,3,2.8,3,24.7,24.4,23.7,23.6,24.6,83,82,84,93
25.1,600.1,-0.303668,-1.134456,120.533131,121.048793,25.733,2.6,2.4,2.4,2.2,2.2,2.6,3.1,2.7,2.6,3.3,3.1,3,24.7,24.4,23.6,23.5,24.6,82,82,83,91
24.9,600.05,-0.26929,-1.237589,120.452917,120.922743,25.993,2.5,2.5,2.6,2.3,2.2,2.6,2.9,2.9,2.7,3,3.1,3.1,24.8,24.4,23.7,23.7,24.5,82,82,83,91
24.6,600.05,-0.26929,-1.237589,120.452917,120.922743,25.993,2.1,2.3,1.7,2.1,2.2,2.6,2.5,2.5,2.6,2.9,2.8,3,24.8,24.4,23.8,23.8,24.5,82,82,83,93
24.6,600.05,-0.26929,-1.237589,120.452917,120.922743,25.993,1.7,2.1,2,2.2,2.2,2.6,2.8,2.7,2.7,3.2,3.1,3,24.8,24.4,23.6,23.5,24.6,82,82,83,91
25.7,600.05,-0.26929,-1.237589,120.452917,120.922743,25.993,2.3,2.1,2.4,2.2,2.2,2.6,2.4,2.7,2.7,2.6,3,3,24.8,24.4,23.8,23.7,24.6,83,82,82,91
25.1,600.05,-0.26929,-1.237589,120.452917,120.922743,25.993,2.8,2.4,1.8,2.3,2.2,2.6,2.9,2.7,2.7,3.5,3.2,3.1,24.9,24.4,23.8,23.5,24.6,82,82,83,91
24.9,600.04,0.578687,-1.140186,123.420839,123.850557,25.709,2.5,2.3,2.7,2.3,2.2,2.6,2.4,2.8,2.7,3.1,3.1,3.1,24.9,24.4,23.8,23.7,24.6,82,82,82,89
25.7,600.04,0.578687,-1.140186,123.420839,123.850557,25.709,2.4,2.3,2.5,2.6,2.3,2.6,3.1,2.8,2.7,3.5,3.2,3.1,24.9,24.3,23.6,23.5,24.6,82,81,82,89
24.6,600.04,0.578687,-1.140186,123.420839,123.850557,25.709,1.8,2.3,2.2,2.5,2.3,2.6,2.6,2.7,2.7,3.1,3.2,3.1,24.9,24.3,23.7,23.8,24.6,81,81,81,88
24.6,600.04,0.578687,-1.140186,123.420839,123.850557,25.709,2.5,2.2,2.3,2.2,2.3,2.6,2.8,2.8,2.7,3.3,3.3,3.2,24.9,24.4,23.9,23.6,24.7,81,81,82,88
25.1,600.04,0.578687,-1.140186,123.420839,123.850557,25.709,2.2,2.4,2.5,2.4,2.3,2.6,2.5,2.9,2.8,3.2,3.3,3.2,24.9,24.4,23.7,23.7,24.6,82,81,81,85
24.9,600.16,-1.6272,-1.6272,120.252382,121.656129,26.184,2.4,2.3,1.9,2.2,2.3,2.6,2.5,2.7,2.8,3,3.2,3.2,24.9,24.4,23.8,23.9,24.6,81,81,81,87
25.7,600.16,-1.6272,-1.6272,120.252382,121.656129,26.184,2.5,2.4,2.6,2.3,2.3,2.6,2.6,2.7,2.7,2.8,3.2,3.2,25,24.4,23.8,23.9,24.6,81,81,81,87
24.6,600.16,-1.6272,-1.6272,120.252382,121.656129,26.184,1.9,2.1,1.9,2.2,2.3,2.6,2.9,2.7,2.7,3.1,3,3.1,25,24.4,23.8,23.7,24.6,81,81,82,89
24.6,599.85,-1.2204,-1.300614,121.644669,122.819233,25.45,2.4,2.2,2,2,2.2,2.6,1.8,2.2,2.6,2.1,2.6,3,25,24.4,23.9,24,24.6,81,81,81,89
25.1,599.85,-1.2204,-1.300614,121.644669,122.819233,25.45,2,1.9,2.3,2,2.2,2.6,2.5,2.3,2.6,2.7,2.6,2.9,25,24.4,23.9,23.8,24.6,81,81,82,90
24.9,599.85,-1.2204,-1.300614,121.644669,122.819233,25.45,2.1,2.1,2.6,2.3,2.2,2.6,2.9,2.7,2.6,3,2.9,3,25,24.3,23.7,23.6,24.6,81,80,80,86
24.6,599.85,-1.2204,-1.300614,121.644669,122.819233,25.45,2.2,2.1,2.6,2.4,2.3,2.6,2.8,2.8,2.7,3.1,3,3,25,24.4,23.8,23.8,24.6,80,80,78,85
24.6,599.85,-1.2204,-1.300614,121.644669,122.819233,25.45,1.7,2.1,2.1,2.3,2.3,2.6,2.7,2.9,2.7,3,3,3,25,24.4,23.9,23.9,24.6,80,80,79,87
25,600.06,2.114214,-1.163104,122.544213,123.145819,25.481,2.7,2.1,2.9,2.2,2.2,2.6,3,2.9,2.7,2.8,2.9,3,25,24.5,24,24,24.7,80,80,80,90
25.7,600.06,2.114214,-1.163104,122.544213,123.145819,25.481,2.5,2.4,2.4,2.5,2.3,2.6,3.1,3,2.8,3.6,3.2,3,25,24.4,23.9,23.8,24.6,80,80,80,88
24.9,600.06,2.114214,-1.163104,122.544213,123.145819,25.481,2.7,2.6,2.9,2.6,2.4,2.6,3.1,2.9,2.8,3.5,3.3,3.1,25,24.5,23.9,23.8,24.7,79,79,80,89
24.6,600.06,2.114214,-1.163104,122.544213,123.145819,25.481,2.3,2.5,2.9,2.8,2.5,2.6,3.3,3.2,2.9,3.6,3.5,3.2,25,24.4,23.7,23.7,24.7,80,79,79,85
24.6,600.06,2.114214,-1.163104,122.544213,123.145819,25.481,2.7,2.6,3.1,2.8,2.5,2.6,3.1,3.3,3,3.5,3.6,3.3,25,24.5,23.8,23.8,24.7,79,79,78,84
25.7,599.99,0.716197,-1.111538,121.025875,121.667588,25.647,2.6,2.7,3,2.9,2.6,2.6,3.4,3.3,3,3.4,3.5,3.3,25,24.4,23.8,23.8,24.6,79,80,78,84
25,599.99,0.716197,-1.111538,121.025875,121.667588,25.647,2.5,2.5,2.6,2.8,2.6,2.6,3.4,3.3,3.1,3.4,3.4,3.3,25,24.4,23.9,23.9,24.6,79,79,76,82
24.9,599.99,0.716197,-1.111538,121.025875,121.667588,25.647,2.7,2.5,2.6,2.6,2.6,2.6,2.9,3.1,3.1,3.3,3.5,3.4,25,24.4,24.1,24,24.6,80,79,77,82
25.7,600.12,1.661578,-1.736062,119.776827,121.140467,25.822,2.4,2.5,2.6,2.5,2.6,2.6,2.6,2.9,3,3.3,3.5,3.4,25,24.5,24.1,24.1,24.6,80,80,79,85
24.6,600.12,1.661578,-1.736062,119.776827,121.140467,25.822,3.1,2.7,3.1,2.9,2.7,2.7,3.3,3.1,3.1,3.4,3.2,3.3,25,24.4,23.9,24,24.6,80,80,79,86
24.6,600.12,1.661578,-1.736062,119.776827,121.140467,25.822,2.7,2.8,2.8,2.9,2.7,2.7,3.6,3.4,3.1,3.8,3.6,3.4,25,24.4,23.8,23.8,24.6,79,79,78,84
25,600.12,1.661578,-1.736062,119.776827,121.140467,25.822,2.3,2.5,2.3,2.5,2.7,2.7,3.4,3.2,3.1,3.6,3.5,3.4,25,24.5,23.9,23.9,24.6,79,80,79,83
24.9,600.12,1.661578,-1.736062,119.776827,121.140467,25.822,2.2,2.4,2.8,2.7,2.7,2.7,3,3.3,3.2,3.7,3.6,3.5,25,24.5,24,24,24.6,80,80,78,82
25.7,599.99,-0.223454,-0.985487,-55.227402,-61.260647,21.629,3,2.7,2.8,2.7,2.7,2.7,3.1,3.2,3.2,3.5,3.6,3.5,25,24.5,24,24.1,24.6,80,80,79,84
24.6,599.99,-0.223454,-0.985487,-55.227402,-61.260647,21.629,3.3,3,3.3,2.9,2.7,2.7,2.7,3.2,3.2,3.9,3.7,3.5,25,24.5,23.9,23.9,24.6,80,80,79,83
24.6,599.99,-0.223454,-0.985487,-55.227402,-61.260647,21.629,2.7,2.7,3,2.9,2.7,2.7,2.9,3.1,3.2,3.3,3.7,3.6,25,24.4,24,24.1,24.6,80,80,79,82
25.6,600.04,1.35791,-1.6272,-51.308371,-57.072326,21.787,2.9,2.9,2.8,2.8,2.8,2.8,3.6,3.3,3.2,3.4,3.6,3.6,25,24.5,24,24,24.6,80,80,80,85
25.1,600.04,1.35791,-1.6272,-51.308371,-57.072326,21.787,2.3,2.7,3,2.7,2.7,2.8,3.3,3.2,3.2,3.8,3.7,3.6,25,24.5,23.9,23.9,24.7,81,81,79,81
24.9,600.04,1.35791,-1.6272,-51.308371,-57.072326,21.787,2.7,2.7,2.7,2.8,2.8,2.8,3.6,3.5,3.3,4,3.8,3.6,25,24.5,23.7,23.9,24.7,81,80,78,81
24.6,600.04,1.35791,-1.6272,-51.308371,-57.072326,21.787,2.9,2.5,2.9,2.9,2.8,2.8,2.5,3.2,3.3,3.1,3.6,3.6,25.1,24.5,24,24.2,24.6,80,80,78,84
25.7,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,2.7,2.7,2.7,2.9,2.8,2.8,3.2,3.1,3.2,3.5,3.5,3.6,25.1,24.5,23.9,23.9,24.6,80,80,80,87
25.6,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,2.7,2.8,2.9,2.9,2.8,2.8,2.9,2.9,3.1,3.5,3.5,3.5,25,24.4,24,24,24.6,80,79,80,86
24.6,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,2.7,2.8,2.8,3.1,2.9,2.9,3,2.9,3.1,3.5,3.3,3.5,25,24.4,24,23.9,24.6,79,80,81,89
25.1,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,2,2.3,2.2,2.6,2.8,2.9,2.9,3,3.1,3.4,3.4,3.5,25,24.5,23.8,23.7,24.7,80,80,79,83
24.9,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,1.7,2.1,2.3,2.6,2.8,2.9,3,3,3.1,3.1,3.2,3.4,25,24.4,23.8,23.9,24.7,80,80,79,83
25.7,600.07,1.140186,-1.787628,-51.783926,-56.911898,21.664,2,2.2,2.3,2.6,2.8,2.9,2.6,2.9,3,2.9,3,3.3,25,24.4,23.9,24,24.7,79,79,79,86
24.5,599.87,2.30902,-1.317803,-53.949706,-58.670878,21.648,2.4,2.5,2.7,2.7,2.8,2.9,2.7,3,3,3.1,3.2,3.3,25.1,24.5,23.9,23.9,24.7,79,80,79,86
24.6,599.87,2.30902,-1.317803,-53.949706,-58.670878,21.648,2.6,2.5,2.5,2.6,2.7,2.9,2.5,2.9,3,2.5,3.1,3.3,25.1,24.5,24,24,24.7,79,80,79,87
25.1,599.87,2.30902,-1.317803,-53.949706,-58.670878,21.648,2.7,2.6,2.8,2.7,2.7,2.9,2.4,2.6,2.9,2,2.6,3.1,25.1,24.5,24.1,24.1,24.7,79,80,81,89
25.6,599.87,2.30902,-1.317803,-53.949706,-58.670878,21.648,2.6,2.7,2.1,2.5,2.7,2.9,2.4,2.5,2.8,3.2,2.8,3,25.1,24.5,23.9,23.8,24.6,79,79,81,89
24.9,599.87,2.30902,-1.317803,-53.949706,-58.670878,21.648,2.6,2.4,2.4,2.4,2.6,2.9,2.1,2.5,2.8,2.3,2.6,3,25.1,24.5,24,24,24.7,79,80,80,88
24.5,600.04,0.280749,-1.885031,-53.153295,-58.092191,21.52,2,2.3,2.2,2.4,2.6,2.9,2.8,2.4,2.7,3.2,2.7,2.9,25.1,24.5,23.9,23.7,24.7,79,80,81,89
24.6,600.04,0.280749,-1.885031,-53.153295,-58.092191,21.52,2.1,2.1,2.4,2.2,2.5,2.9,2.5,2.5,2.7,2.8,2.8,2.9,25.1,24.5,23.9,23.7,24.7,79,79,80,85
25.1,600.04,0.280749,-1.885031,-53.153295,-58.092191,21.52,2.5,2.2,2.5,2.5,2.5,2.9,3,2.8,2.7,2.8,2.9,2.9,25.1,24.3,23.7,23.9,24.6,79,78,77,85
25.6,600.04,0.280749,-1.885031,-53.153295,-58.092191,21.52,1.7,2.1,2.2,2.2,2.4,2.9,2.1,2.5,2.6,2.9,2.6,2.8,25.1,24.5,24,24,24.7,77,78,78,87
25.5,599.92,1.392287,-1.621471,-56.705633,-61.054383,21.375,2.6,2.3,2.4,2.3,2.4,2.9,2.8,2.4,2.6,2.9,2.7,2.8,25.1,24.6,24,23.9,24.7,77,78,79,87
24.9,599.92,1.392287,-1.621471,-56.705633,-61.054383,21.375,2.2,2.3,2.3,2.2,2.4,2.9,2.3,2.5,2.6,2.3,2.7,2.8,25.1,24.6,24.1,24,24.8,78,78,79,87
24.5,599.92,1.392287,-1.621471,-56.705633,-61.054383,21.375,2.2,2.2,2.6,2.4,2.4,2.9,3,2.7,2.6,2.9,2.6,2.7,25.2,24.6,23.9,23.9,24.8,78,78,79,89
24.6,599.98,-3.013758,-1.575634,-57.857278,-61.518478,21.59,2.5,2.2,2.1,2.3,2.4,2.9,2.4,2.7,2.6,2.9,2.8,2.7,25.2,24.6,24,24,24.9,78,77,77,86
25.7,599.98,-3.013758,-1.575634,-57.857278,-61.518478,21.59,2,2.2,2.2,2.2,2.3,2.9,1.9,2.6,2.6,2.6,2.7,2.7,25.3,24.7,24.1,24,24.9,77,77,78,86
25.1,599.98,-3.013758,-1.575634,-57.857278,-61.518478,21.59,2,2.2,2.4,2.3,2.3,2.9,2.8,2.6,2.6,2.8,2.5,2.7,25.3,24.7,24.1,24,25,78,78,79,88
24.9,599.98,-3.013758,-1.575634,-57.857278,-61.518478,21.59,1.3,2,2.2,2.3,2.3,2.9,2.1,2.3,2.5,2.2,2.6,2.7,25.4,24.8,24.2,24,25,77,78,78,85
25.5,600.18,-0.126051,-0.916732,-58.057813,-60.395481,21.595,1.7,1.7,1.9,2.1,2.3,2.9,2,2.1,2.4,2.5,2.6,2.7,25.4,24.7,24.2,24,25.1,76,77,79,86
24.6,600.18,-0.126051,-0.916732,-58.057813,-60.395481,21.595,2.2,1.7,2,2,2.2,2.9,2.1,2.2,2.4,2.5,2.5,2.6,25.4,24.7,24.1,24.1,25.1,75,77,78,85
25.7,600.18,-0.126051,-0.916732,-58.057813,-60.395481,21.595,2.4,2,2.5,2.4,2.3,2.9,2.5,2.4,2.4,2.8,2.6,2.6,25.5,24.7,24.2,24,25.2,76,76,78,86
