InfraredT,H,RollAngle,PitchingAngle,HeadingAngle,GPS,LowSpeed,A_10,A_10_2,A_30,A_30_2,A_30_10,A_30_MAX,A_80,A_80_2,A_80_10,A_100,A_100_2,A_100_10,A_1_2_T,A_30_T,A_80_T,A_100_T,A_10_T,A_1_5_H,A_30_H,A_80_H,A_100_H
25.6,600.06,0.487014,-0.939651,120.172168,121.237869,25.743,2.2,2.4,3,2.9,2.8,2.9,4.2,3.4,3,3.2,3.4,3,27.3,25.8,25,24.9,26.2,60,65,70,78
24.9,600.06,0.487014,-0.939651,120.172168,121.237869,25.743,2.4,2.6,1.8,2.7,2.8,2.9,2.7,3,3,3.1,3.2,3,27.3,26,25.1,24.9,26.3,62,67,71,79
24.6,599.86,-0.836518,-0.67609,121.306624,121.730613,25.922,3,2.8,2.7,2.7,2.8,2.9,2.6,3,3,2.7,3.1,3,27.4,25.8,25,24.8,26.2,64,66,70,78
25.1,599.86,-0.836518,-0.67609,121.306624,121.730613,25.922,2.6,2.8,3.4,2.8,2.8,2.9,4.3,3.1,3,3,3,3,27.5,25.7,25.1,25,26.2,61,63,69,77
25.6,600.06,0.94538,-1.122997,118.212652,118.991875,25.419,3.2,2.9,3,3,2.9,2.9,2.8,3,3,2,2.9,3,27.5,25.9,25.2,25,26.4,61,66,70,78
24.9,600.06,0.94538,-1.122997,118.212652,118.991875,25.419,3.2,3,3,3,2.9,2.9,3.4,3.2,3.1,3.1,3.1,3,27.5,25.8,24.9,24.8,26.2,63,68,71,78
24.6,600.06,0.94538,-1.122997,118.212652,118.991875,25.419,2.2,2.6,2.4,2.7,2.8,2.9,3.1,3.2,3.1,2.9,2.9,3,27.5,25.7,24.9,24.8,26,64,67,71,78
25.5,599.88,2.343397,-1.048513,119.009064,120.183627,25.68,3.5,3.1,3.1,3.1,2.9,2.9,2.4,3,3.1,3.1,3.1,3,27.5,25.7,25,24.8,25.9,64,68,71,79
25,599.88,2.343397,-1.048513,119.009064,120.183627,25.68,1.9,2.4,1.8,2.5,2.8,2.9,1.8,2.6,2.9,2.3,2.9,3,27.4,25.8,25,24.8,26.1,64,69,72,80
24.9,599.88,2.343397,-1.048513,119.009064,120.183627,25.68,1.9,1.9,3.2,2.4,2.7,2.9,3.1,2.8,2.9,3,2.6,2.9,27.4,25.9,25,24.9,26.3,66,70,72,80
25.6,599.88,2.343397,-1.048513,119.009064,120.183627,25.68,2,2,2.2,2.5,2.7,2.9,2.3,2.6,2.9,3.1,2.7,2.8,27.4,25.9,25,24.8,26.2,65,69,71,79
24.7,599.78,-1.140186,-1.317803,-56.705633,-60.962709,21.686,2.4,2.6,2.9,2.7,2.7,2.9,2.4,2.6,2.8,3,2.8,2.9,27.3,25.8,25,24.7,26.1,66,69,72,79
25,599.78,-1.140186,-1.317803,-56.705633,-60.962709,21.686,1.1,1.8,1.5,2.4,2.6,2.9,2.5,2.8,2.8,3,2.9,2.9,27.3,25.7,24.8,24.6,26,65,67,67,74
24.9,600.07,2.108485,-1.2204,-55.055515,-59.490208,21.531,1.8,1.6,2.1,2.2,2.5,2.9,2,2.2,2.6,3.2,2.7,2.8,27.2,25.7,25,24.9,26,65,68,70,76
24.7,600.07,2.108485,-1.2204,-55.055515,-59.490208,21.531,1.7,1.6,1.6,1.9,2.4,2.9,2.4,2.2,2.6,2.1,2.8,2.8,27.2,25.7,25.1,25,26.2,64,67,71,79
25,600.07,2.108485,-1.2204,-55.055515,-59.490208,21.531,2.1,1.8,2.1,1.9,2.3,2.9,2,2.2,2.5,1.5,2.3,2.7,27.2,25.9,25.1,24.9,26.4,63,67,71,79
25.5,600.04,4.056541,-1.575634,-55.078433,-60.235053,21.634,1.6,2,1.5,2,2.3,2.9,2,2.2,2.5,2,2.2,2.6,27.3,26,25,24.8,26.3,65,67,70,78
24.9,600.04,4.056541,-1.575634,-55.078433,-60.235053,21.634,3.1,2.1,2.9,2,2.2,2.9,2.1,2,2.4,2.9,2.5,2.6,27.2,26.1,25.1,24.9,26.4,64,67,70,78
24.7,600.04,4.056541,-1.575634,-55.078433,-60.235053,21.634,3.1,2.7,2.5,2.7,2.4,2.9,3.1,2.6,2.5,3.2,2.4,2.5,27.3,26,25.1,24.9,26.4,65,65,70,77
25,600.07,-5.29413,-1.690225,-50.678117,-54.940923,21.851,1.9,2.7,2.4,2.4,2.4,2.9,2.9,2.9,2.6,2.5,2.6,2.6,27.3,25.9,25,24.8,26.2,63,63,69,75
25.5,600.07,-5.29413,-1.690225,-50.678117,-54.940923,21.851,2.4,2.4,3.5,2.9,2.5,2.9,2.5,3,2.6,2.4,2.6,2.6,27.3,25.9,25,24.9,26.1,62,66,70,77
24.9,600.07,-5.29413,-1.690225,-50.678117,-54.940923,21.851,2.6,2.6,2.2,2.6,2.5,2.9,2.2,2.8,2.7,1.7,2.4,2.6,27.3,25.9,25,24.9,26.1,65,67,70,77
24.6,600.12,-2.423611,-1.501149,-57.118163,-61.128867,22.111,1.8,2.3,2.5,2.4,2.5,2.9,2.4,2.3,2.6,2.3,2.3,2.5,27.3,25.8,25,24.9,26.1,65,67,70,78
25,600.12,-2.423611,-1.501149,-57.118163,-61.128867,22.111,2.2,2.2,2.8,2.3,2.4,2.9,2.5,2.6,2.6,2,2.5,2.5,27.4,25.7,25.1,24.9,26.1,65,66,69,77
25.5,600.24,2.641335,-1.529797,-53.714793,-56.482179,22.184,3,2.4,2.9,2.8,2.5,2.9,3,2.8,2.6,3.1,2.7,2.5,27.5,25.8,25.2,25,26.4,63,66,69,76
24.9,600.24,2.641335,-1.529797,-53.714793,-56.482179,22.184,2.9,2.6,3.1,2.7,2.6,2.9,2.8,2.9,2.7,2.2,2.8,2.6,27.6,25.9,25.1,24.9,26.4,62,65,67,74
24.6,600.24,2.641335,-1.529797,-53.714793,-56.482179,22.184,3.3,2.8,3.5,3.1,2.7,2.9,3.3,3.2,2.8,2.8,2.9,2.7,27.5,25.8,25.1,24.9,26.2,59,64,67,75
25,600.08,-1.638659,-1.48969,-58.029165,-60.469966,22.21,2.2,2.6,2.3,2.8,2.7,2.9,2.7,3.1,2.9,2.8,3,2.8,27.4,25.7,24.8,24.7,26.1,60,65,66,70
25.5,600.08,-1.638659,-1.48969,-58.029165,-60.469966,22.21,2,2.5,2.1,2.5,2.6,2.9,2.4,2.7,2.8,2.4,2.8,2.8,27.5,25.5,24.8,24.7,26.1,61,62,60,62
24.9,600.08,-1.638659,-1.48969,-58.029165,-60.469966,22.21,1.7,2.1,2,2.1,2.5,2.6,2.2,2.2,2.7,2,2.3,2.6,27.5,25.6,25.1,25.1,26.1,57,58,62,69
24.6,600.09,-1.300614,-1.890761,-55.290427,-57.83436,22.068,1.6,1.8,2.8,2,2.4,2.6,2,2.1,2.5,2.1,2.3,2.6,27.5,25.9,25.2,25,26.3,57,62,64,70
25,600.09,-1.300614,-1.890761,-55.290427,-57.83436,22.068,2.5,2.2,2.3,2.4,2.4,2.6,1.8,2,2.4,2.5,2.3,2.5,27.5,25.9,25.2,25,26.3,58,60,65,71
24.9,600.09,-1.300614,-1.890761,-55.290427,-57.83436,22.068,1.9,2.4,2.8,2.7,2.5,2.6,3.2,2.3,2.4,2.8,2.4,2.5,27.6,26,25.2,25,26.4,56,60,64,69
24.6,600.09,-1.300614,-1.890761,-55.290427,-57.83436,22.068,2.5,2.2,2.4,2.5,2.5,2.6,2,2.5,2.5,1.6,2.4,2.5,27.6,26.2,25.3,24.9,26.5,56,60,62,65
25,600.08,0.27502,-1.375099,-53.989813,-55.175836,21.62,2.5,2.3,2.5,2.5,2.5,2.6,2.5,2.3,2.4,1.8,2,2.4,27.7,26.3,25.4,25.2,26.6,59,61,63,64
24.9,600.08,0.27502,-1.375099,-53.989813,-55.175836,21.62,1.3,1.9,1.6,2,2.4,2.6,2.4,2.2,2.4,3.3,2.1,2.3,27.8,26.3,25.5,25.3,26.8,61,61,65,70
24.6,600,1.879302,-1.438124,-56.396236,-59.662095,21.841,1.8,1.9,3.2,2.3,2.3,2.6,2.3,2.2,2.3,2,2.2,2.3,27.9,26.4,25.4,25.2,27,59,59,61,64
25,600,1.879302,-1.438124,-56.396236,-59.662095,21.841,2.5,2.2,2.8,2.7,2.4,2.6,3.3,2.8,2.5,3.2,2.9,2.5,27.9,26.4,25.4,25.3,27.1,54,56,58,61
24.9,600,1.879302,-1.438124,-56.396236,-59.662095,21.841,1.9,2.3,2.3,2.7,2.5,2.6,2.9,3,2.6,3.5,3.1,2.6,27.9,26.3,25.5,25.3,27,52,57,59,58
24.6,599.74,0.063025,-1.49542,-54.522664,-59.238106,21.644,1.6,2,2.9,2.6,2.5,2.6,2.3,2.6,2.6,1.5,2.7,2.6,27.9,26.4,25.5,25.2,27,54,57,59,56
25,599.74,0.063025,-1.49542,-54.522664,-59.238106,21.644,2.3,2.3,2.1,2.5,2.5,2.6,2.9,2.7,2.6,2.9,3,2.7,27.9,26.4,25.6,25.4,27,56,57,59,59
24.9,599.74,0.063025,-1.49542,-54.522664,-59.238106,21.644,2.3,2.3,3.3,2.7,2.5,2.6,2.1,2.1,2.5,2.9,2.7,2.6,27.9,26.4,25.7,25.4,26.8,58,58,63,63
24.6,600.04,-1.294885,-1.283425,-56.61396,-59.220918,21.624,2.5,2.3,3,2.7,2.6,2.6,2.9,2.9,2.6,2.9,3,2.8,28,26.3,25.6,25.3,26.6,57,57,62,62
25,600.04,-1.294885,-1.283425,-56.61396,-59.220918,21.624,1.9,2.2,2.7,2.6,2.6,2.6,1.6,2.4,2.5,2.5,2.9,2.8,28,26.4,25.5,25.3,26.6,55,56,57,54
24.9,600.04,-1.294885,-1.283425,-56.61396,-59.220918,21.624,2.7,2.2,2.3,2.6,2.5,2.6,1.6,2,2.4,2.3,2.3,2.6,28.1,26.4,25.6,25.5,26.8,56,56,61,60
24.6,599.91,-1.472502,-2.223076,-58.791199,-61.810687,20.791,2.9,2.8,3.1,2.7,2.6,2.6,3,2.4,2.4,2.9,2.3,2.6,28.2,26.5,25.6,25.5,26.9,55,58,61,62
25,599.97,-1.277696,-2.160051,-59.656366,-62.698772,21.024,2.2,2.7,2.3,2.9,2.7,2.7,3.6,3,2.6,3.5,2.8,2.7,28.2,26.3,25.4,25.3,26.7,54,58,62,63
24.9,600.12,-0.842248,-2.687172,-57.885926,-60.8252,21.058,2.6,2.6,2.8,2.8,2.7,2.7,3.3,3.3,2.7,3.6,3.1,2.8,28.1,26.2,25.5,25.3,26.7,52,58,62,63
24.6,599.86,-0.727656,-2.72155,-57.605177,-61.077301,21.031,2.4,2.3,3.1,2.6,2.6,2.7,2.9,3.2,2.8,2.7,3.2,2.9,28.1,26.3,25.5,25.4,27,53,59,62,64
25,599.93,-0.446907,-2.389234,-57.656743,-60.034518,20.935,2.4,2.4,2.9,2.5,2.6,2.7,2.9,2.7,2.8,1.9,2.6,2.8,28.1,26.4,25.5,25.3,27,56,60,61,62
24.9,599.98,4.761279,-1.552716,118.040765,121.346731,25.697,3.1,3,3.6,3.1,2.8,2.8,3.3,2.7,2.7,3.3,2.5,2.7,28.1,26.3,25.4,25.3,26.8,54,57,61,62
24.6,599.98,4.761279,-1.552716,118.040765,121.346731,25.697,2,2.7,2.8,3,2.8,2.8,2.9,2.9,2.8,2.6,2.9,2.8,28,26.3,25.5,25.4,26.9,52,57,61,62
25,599.97,-3.12262,-0.756304,119.650776,122.206168,25.66,3.2,2.7,3,2.8,2.8,2.8,3.3,3.1,2.9,2.3,2.9,2.8,28.1,26.2,25.4,25.3,26.9,56,60,64,65
24.9,599.97,-3.12262,-0.756304,119.650776,122.206168,25.66,1.7,2.3,2.6,2.5,2.7,2.8,2.4,2.8,2.8,2.2,2.7,2.8,28,26,25.4,25.2,26.6,55,56,58,60
24.6,599.97,-3.12262,-0.756304,119.650776,122.206168,25.66,1.8,2.1,2.3,2.3,2.6,2.8,2,2.2,2.7,1.9,2.2,2.6,28,26.3,25.6,25.3,26.7,53,58,62,64
25,599.92,2.755927,-0.974028,120.739396,122.05147,25.888,2.9,2.4,3.3,2.5,2.6,2.8,3.6,3,2.8,3.3,2.6,2.6,28,26.4,25.6,25.4,26.9,56,59,62,63
24.9,599.92,2.755927,-0.974028,120.739396,122.05147,25.888,2.6,2.8,3,3.1,2.8,2.8,2.9,3.2,2.9,2.9,2.9,2.7,28.1,26.4,25.6,25.5,26.8,55,56,59,60
24.6,599.92,2.755927,-0.974028,120.739396,122.05147,25.888,2.9,2.7,2.7,2.8,2.7,2.8,2.2,2.7,2.8,2.9,2.8,2.7,28.1,26.3,25.5,25.4,26.7,54,56,58,59
25,600.08,2.526744,-1.048513,122.234816,122.355137,25.796,2.5,2.9,3.5,3,2.8,2.8,3.4,2.9,2.8,3.1,2.8,2.7,28,26.2,25.5,25.4,26.6,50,56,58,59
24.9,600.08,2.526744,-1.048513,122.234816,122.355137,25.796,2.6,2.5,3.6,3,2.8,2.8,3,3.1,2.9,3,2.9,2.8,27.9,26.1,25.5,25.4,26.6,51,56,58,59
24.7,600.08,2.526744,-1.048513,122.234816,122.355137,25.796,1.9,2.4,2.7,2.9,2.8,2.9,2.8,2.9,2.9,3.4,2.9,2.8,27.9,26.2,25.5,25.3,26.8,51,56,60,63
25,600.04,-2.223076,-1.575634,120.68783,121.489971,25.988,2.1,2.4,3.5,2.9,2.8,2.9,3.5,3.1,2.9,3.2,3.2,2.9,27.9,26.1,25.5,25.3,26.7,51,56,60,61
24.9,600.04,-2.223076,-1.575634,120.68783,121.489971,25.988,2,2.6,2.7,2.8,2.8,2.9,2.7,3,2.9,3.4,3.1,2.9,27.9,26.2,25.5,25.4,26.7,51,56,58,60
24.7,600.04,-2.223076,-1.575634,120.68783,121.489971,25.988,2.8,2.9,3,3,2.9,2.9,2.3,2.3,2.8,2.6,2.7,2.8,27.8,26.2,25.5,25.3,26.9,52,55,59,61
25,600.04,-2.223076,-1.575634,120.68783,121.489971,25.988,2.9,2.9,3.3,2.9,2.9,2.9,2.5,2.2,2.6,2.9,2.2,2.7,27.9,26.2,25.6,25.3,26.9,52,55,59,59
24.9,599.78,-1.879302,-1.300614,121.243599,121.976985,25.472,3.4,3.4,3,3.5,3.1,3.1,2.6,2.8,2.7,3.4,2.7,2.7,27.9,26.3,25.5,25.4,26.8,51,53,56,57
24.7,599.78,-1.879302,-1.300614,121.243599,121.976985,25.472,3.1,2.9,3.2,3,3,3.1,3.6,3.3,2.9,3.5,3.2,2.8,27.8,26.3,25.6,25.5,26.9,51,52,55,57
25,599.78,-1.879302,-1.300614,121.243599,121.976985,25.472,2.8,3,3.1,3,3,3.1,2.9,3.3,3,2.9,3.3,2.9,27.9,26.4,25.6,25.5,26.8,51,54,57,58
24.9,600.04,2.337668,-1.174563,118.848635,119.375757,25.475,3.5,3.1,3.1,3.1,2.9,2.9,2.4,3,3.1,3.1,3.1,3,27.5,25.7,25,24.8,25.9,64,68,71,79
24.7,599.97,-0.366693,-0.492744,122.876529,124.039633,25.841,1.9,2.4,1.8,2.5,2.8,2.9,1.8,2.6,2.9,2.3,2.9,3,27.4,25.8,25,24.8,26.1,64,69,72,80
25,600.11,-1.117268,-0.81933,117.633965,119.627858,26.021,1.9,1.9,3.2,2.4,2.7,2.9,3.1,2.8,2.9,3,2.6,2.9,27.4,25.9,25,24.9,26.3,66,70,72,80
24.9,599.86,-1.678766,-2.669983,-57.078056,-59.616259,21.065,2,2,2.2,2.5,2.7,2.9,2.3,2.6,2.9,3.1,2.7,2.8,27.4,25.9,25,24.8,26.2,65,69,71,79
24.7,599.97,-0.27502,-2.612688,-59.197999,-61.438264,20.791,2.4,2.6,2.9,2.7,2.7,2.9,2.4,2.6,2.8,3,2.8,2.9,27.3,25.8,25,24.7,26.1,66,69,72,79
25,599.94,-0.378152,-2.98511,-58.080732,-61.002816,20.617,1.1,1.8,1.5,2.4,2.6,2.9,2.5,2.8,2.8,3,2.9,2.9,27.3,25.7,24.8,24.6,26,65,67,67,74
24.9,600.07,-0.458366,-2.515285,-57.353075,-60.120461,21.1,1.8,1.6,2.1,2.2,2.5,2.9,2,2.2,2.6,3.2,2.7,2.8,27.2,25.7,25,24.9,26,65,68,70,76
24.7,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,1.7,1.6,1.6,1.9,2.4,2.9,2.4,2.2,2.6,2.1,2.8,2.8,27.2,25.7,25.1,25,26.2,64,67,71,79
25,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,2.1,1.8,2.1,1.9,2.3,2.9,2,2.2,2.5,1.5,2.3,2.7,27.2,25.9,25.1,24.9,26.4,63,67,71,79
24.9,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,1.6,2,1.5,2,2.3,2.9,2,2.2,2.5,2,2.2,2.6,27.3,26,25,24.8,26.3,65,67,70,78
24.6,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,3.1,2.1,2.9,2,2.2,2.9,2.1,2,2.4,2.9,2.5,2.6,27.2,26.1,25.1,24.9,26.4,64,67,70,78
25,600.14,-5.047758,-1.478231,121.828016,123.581267,25.455,3.1,2.7,2.5,2.7,2.4,2.9,3.1,2.6,2.5,3.2,2.4,2.5,27.3,26,25.1,24.9,26.4,65,65,70,77
24.9,600.01,-0.991217,-2.681442,-57.461937,-60.624664,20.954,1.9,2.7,2.4,2.4,2.4,2.9,2.9,2.9,2.6,2.5,2.6,2.6,27.3,25.9,25,24.8,26.2,63,63,69,75
24.5,600.12,-0.979758,-2.57831,-57.69685,-61.077301,20.71,2.4,2.4,3.5,2.9,2.5,2.9,2.5,3,2.6,2.4,2.6,2.6,27.3,25.9,25,24.9,26.1,62,66,70,77
25,600.07,-1.289155,-2.824682,-57.312968,-60.521532,20.935,2.6,2.6,2.2,2.6,2.5,2.9,2.2,2.8,2.7,1.7,2.4,2.6,27.3,25.9,25,24.9,26.1,65,67,70,77
24.9,600.04,-0.95111,-2.796034,-57.622365,-61.346591,20.918,1.8,2.3,2.5,2.4,2.5,2.9,2.4,2.3,2.6,2.3,2.3,2.5,27.3,25.8,25,24.9,26.1,65,67,70,78
24.6,599.91,-1.260507,-0.733386,119.490348,121.449864,25.614,2.2,2.2,2.8,2.3,2.4,2.9,2.5,2.6,2.6,2,2.5,2.5,27.4,25.7,25.1,24.9,26.1,65,66,69,77
25,599.91,-1.260507,-0.733386,119.490348,121.449864,25.614,3,2.4,2.9,2.8,2.5,2.9,3,2.8,2.6,3.1,2.7,2.5,27.5,25.8,25.2,25,26.4,63,66,69,76
24.9,599.91,-1.260507,-0.733386,119.490348,121.449864,25.614,2.9,2.6,3.1,2.7,2.6,2.9,2.8,2.9,2.7,2.2,2.8,2.6,27.6,25.9,25.1,24.9,26.4,62,65,67,74
24.6,599.91,-1.260507,-0.733386,119.490348,121.449864,25.614,3.3,2.8,3.5,3.1,2.7,2.9,3.3,3.2,2.8,2.8,2.9,2.7,27.5,25.8,25.1,24.9,26.2,59,64,67,75
25,599.99,0.796411,-1.300614,-56.780117,-60.212135,21.558,2.2,2.6,2.3,2.8,2.7,2.9,2.7,3.1,2.9,2.8,3,2.8,27.4,25.7,24.8,24.7,26.1,60,65,66,70
24.9,599.99,0.796411,-1.300614,-56.780117,-60.212135,21.558,2,2.5,2.1,2.5,2.6,2.9,2.4,2.7,2.8,2.4,2.8,2.8,27.5,25.5,24.8,24.7,26.1,61,62,60,62
24.7,599.99,0.796411,-1.300614,-56.780117,-60.212135,21.558,1.7,2.1,2,2.1,2.5,2.6,2.2,2.2,2.7,2,2.3,2.6,27.5,25.6,25.1,25.1,26.1,57,58,62,69
25,599.88,-2.624147,-0.687549,-57.553611,-62.051329,21.842,1.6,1.8,2.8,2,2.4,2.6,2,2.1,2.5,2.1,2.3,2.6,27.5,25.9,25.2,25,26.3,57,62,64,70
24.9,599.88,-2.624147,-0.687549,-57.553611,-62.051329,21.842,2.5,2.2,2.3,2.4,2.4,2.6,1.8,2,2.4,2.5,2.3,2.5,27.5,25.9,25.2,25,26.3,58,60,65,71
24.6,600.09,-0.27502,-1.294885,-52.248021,-57.679661,21.714,1.9,2.4,2.8,2.7,2.5,2.6,3.2,2.3,2.4,2.8,2.4,2.5,27.6,26,25.2,25,26.4,56,60,64,69
25,600.09,-0.27502,-1.294885,-52.248021,-57.679661,21.714,2.5,2.2,2.4,2.5,2.5,2.6,2,2.5,2.5,1.6,2.4,2.5,27.6,26.2,25.3,24.9,26.5,56,60,62,65
24.9,600.04,2.205888,-0.721927,-55.720146,-61.037194,21.731,2.5,2.3,2.5,2.5,2.5,2.6,2.5,2.3,2.4,1.8,2,2.4,27.7,26.3,25.4,25.2,26.6,59,61,63,64
24.6,600.04,2.205888,-0.721927,-55.720146,-61.037194,21.731,1.3,1.9,1.6,2,2.4,2.6,2.4,2.2,2.4,3.3,2.1,2.3,27.8,26.3,25.5,25.3,26.8,61,61,65,70
25,599.92,-1.071431,-1.409476,-51.732359,-56.722822,21.989,1.8,1.9,3.2,2.3,2.3,2.6,2.3,2.2,2.3,2,2.2,2.3,27.9,26.4,25.4,25.2,27,59,59,61,64
24.9,599.92,-1.071431,-1.409476,-51.732359,-56.722822,21.989,2.5,2.2,2.8,2.7,2.4,2.6,3.3,2.8,2.5,3.2,2.9,2.5,27.9,26.4,25.4,25.3,27.1,54,56,58,61
24.6,599.92,-1.071431,-1.409476,-51.732359,-56.722822,21.989,1.9,2.3,2.3,2.7,2.5,2.6,2.9,3,2.6,3.5,3.1,2.6,27.9,26.3,25.5,25.3,27,52,57,59,58
25,600.27,3.208564,-1.134456,-53.514258,-59.713661,21.866,1.6,2,2.9,2.6,2.5,2.6,2.3,2.6,2.6,1.5,2.7,2.6,27.9,26.4,25.5,25.2,27,54,57,59,56
24.9,600.04,-5.380074,-1.157375,-53.806467,-58.160946,21.727,2.3,2.3,2.1,2.5,2.5,2.6,2.9,2.7,2.6,2.9,3,2.7,27.9,26.4,25.6,25.4,27,56,57,59,59
24.6,600.04,-5.380074,-1.157375,-53.806467,-58.160946,21.727,2.3,2.3,3.3,2.7,2.5,2.6,2.1,2.1,2.5,2.9,2.7,2.6,27.9,26.4,25.7,25.4,26.8,58,58,63,63
25,600.04,-5.380074,-1.157375,-53.806467,-58.160946,21.727,2.5,2.3,3,2.7,2.6,2.6,2.9,2.9,2.6,2.9,3,2.8,28,26.3,25.6,25.3,26.6,57,57,62,62
24.9,600.17,1.610011,-0.790682,-55.52534,-60.303808,21.613,1.9,2.2,2.7,2.6,2.6,2.6,1.6,2.4,2.5,2.5,2.9,2.8,28,26.4,25.5,25.3,26.6,55,56,57,54
24.6,600.17,1.610011,-0.790682,-55.52534,-60.303808,21.613,2.7,2.2,2.3,2.6,2.5,2.6,1.6,2,2.4,2.3,2.3,2.6,28.1,26.4,25.6,25.5,26.8,56,56,61,60
25,600.15,-4.463341,-1.002676,-58.252619,-61.810687,22.044,2.9,2.8,3.1,2.7,2.6,2.6,3,2.4,2.4,2.9,2.3,2.6,28.2,26.5,25.6,25.5,26.9,55,58,61,62
25,600.15,-4.463341,-1.002676,-58.252619,-61.810687,22.044,2.2,2.7,2.3,2.9,2.7,2.7,3.6,3,2.6,3.5,2.8,2.7,28.2,26.3,25.4,25.3,26.7,54,58,62,63
24.5,600.12,-2.532473,-1.025594,-57.204106,-60.068895,21.938,2.6,2.6,2.8,2.8,2.7,2.7,3.3,3.3,2.7,3.6,3.1,2.8,28.1,26.2,25.5,25.3,26.7,52,58,62,63
25,600.12,-2.532473,-1.025594,-57.204106,-60.068895,21.938,2.4,2.3,3.1,2.6,2.6,2.7,2.9,3.2,2.8,2.7,3.2,2.9,28.1,26.3,25.5,25.4,27,53,59,62,64
24.9,600.17,1.610011,-0.790682,-55.52534,-60.303808,21.613,2.4,2.4,2.9,2.5,2.6,2.7,2.9,2.7,2.8,1.9,2.6,2.8,28.1,26.4,25.5,25.3,27,56,60,61,62
24.5,600.17,1.610011,-0.790682,-55.52534,-60.303808,21.613,3.1,3,3.6,3.1,2.8,2.8,3.3,2.7,2.7,3.3,2.5,2.7,28.1,26.3,25.4,25.3,26.8,54,57,61,62
25,600.15,-4.463341,-1.002676,-58.252619,-61.810687,22.044,2,2.7,2.8,3,2.8,2.8,2.9,2.9,2.8,2.6,2.9,2.8,28,26.3,25.5,25.4,26.9,52,57,61,62
24.9,600.15,-4.463341,-1.002676,-58.252619,-61.810687,22.044,3.2,2.7,3,2.8,2.8,2.8,3.3,3.1,2.9,2.3,2.9,2.8,28.1,26.2,25.4,25.3,26.9,56,60,64,65
24.7,600.12,-2.532473,-1.025594,-57.204106,-60.068895,21.938,1.7,2.3,2.6,2.5,2.7,2.8,2.4,2.8,2.8,2.2,2.7,2.8,28,26,25.4,25.2,26.6,55,56,58,60
25,600.12,-2.532473,-1.025594,-57.204106,-60.068895,21.938,1.8,2.1,2.3,2.3,2.6,2.8,2,2.2,2.7,1.9,2.2,2.6,28,26.3,25.6,25.3,26.7,53,58,62,64
25,599.97,-0.27502,-2.612688,-59.197999,-61.438264,20.791,2.9,2.4,3.3,2.5,2.6,2.8,3.6,3,2.8,3.3,2.6,2.6,28,26.4,25.6,25.4,26.9,56,59,62,63
24.7,599.94,-0.378152,-2.98511,-58.080732,-61.002816,20.617,2.6,2.8,3,3.1,2.8,2.8,2.9,3.2,2.9,2.9,2.9,2.7,28.1,26.4,25.6,25.5,26.8,55,56,59,60
25,600.07,-0.458366,-2.515285,-57.353075,-60.120461,21.1,2.9,2.7,2.7,2.8,2.7,2.8,2.2,2.7,2.8,2.9,2.8,2.7,28.1,26.3,25.5,25.4,26.7,54,56,58,59
25,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,2.5,2.9,3.5,3,2.8,2.8,3.4,2.9,2.8,3.1,2.8,2.7,28,26.2,25.5,25.4,26.6,50,56,58,59
24.6,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,2.6,2.5,3.6,3,2.8,2.8,3,3.1,2.9,3,2.9,2.8,27.9,26.1,25.5,25.4,26.6,51,56,58,59
25,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,1.9,2.4,2.7,2.9,2.8,2.9,2.8,2.9,2.9,3.4,2.9,2.8,27.9,26.2,25.5,25.3,26.8,51,56,60,63
25,599.95,4.967544,-0.767763,120.017469,121.518619,25.699,2.1,2.4,3.5,2.9,2.8,2.9,3.5,3.1,2.9,3.2,3.2,2.9,27.9,26.1,25.5,25.3,26.7,51,56,60,61
24.7,600.14,-5.047758,-1.478231,121.828016,123.581267,25.455,2,2.6,2.7,2.8,2.8,2.9,2.7,3,2.9,3.4,3.1,2.9,27.9,26.2,25.5,25.4,26.7,51,56,58,60
25,600.01,-0.991217,-2.681442,-57.461937,-60.624664,20.954,2.8,2.9,3,3,2.9,2.9,2.3,2.3,2.8,2.6,2.7,2.8,27.8,26.2,25.5,25.3,26.9,52,55,59,61
25,600.12,-0.979758,-2.57831,-57.69685,-61.077301,20.71,2.9,2.9,3.3,2.9,2.9,2.9,2.5,2.2,2.6,2.9,2.2,2.7,27.9,26.2,25.6,25.3,26.9,52,55,59,59
24.5,600.07,-1.289155,-2.824682,-57.312968,-60.521532,20.935,3.4,3.4,3,3.5,3.1,3.1,2.6,2.8,2.7,3.4,2.7,2.7,27.9,26.3,25.5,25.4,26.8,51,53,56,57
25,600.04,-0.95111,-2.796034,-57.622365,-61.346591,20.918,3.1,2.9,3.2,3,3,3.1,3.6,3.3,2.9,3.5,3.2,2.8,27.8,26.3,25.6,25.5,26.9,51,52,55,57
25,599.91,-1.260507,-0.733386,119.490348,121.449864,25.614,2.8,3,3.1,3,3,3.1,2.9,3.3,3,2.9,3.3,2.9,27.9,26.4,25.6,25.5,26.8,51,54,57,58
